2,25,23,1,2
3,95,6,1,3
2,22,15,1,2
1,41,28,0,1
3,125,2,0,2
2,101,9,0,2
1,176,9,1,1
2,87,29,1,3
2,72,11,1,2
3,38,22,1,2
2,182,8,0,2
1,220,23,0,2
2,75,8,0,1
2,69,18,1,2
1,57,7,0,1
2,12,24,1,2
1,78,17,1,1
3,85,2,0,1
3,187,2,1,3
2,124,4,0,2
1,255,11,1,3
2,88,11,1,3
1,93,10,1,1
3,81,1,1,3
2,248,14,1,3
1,51,23,0,1
3,66,8,1,2
3,74,4,1,3
2,30,29,1,2
1,23,9,0,1
3,12,1,1,2
3,17,3,1,3
3,63,12,1,2
2,24,30,1,2
2,50,23,1,2
3,8,5,0,1
3,4,8,0,1
2,296,5,1,3
1,16,13,1,3
1,78,22,0,2
1,3,30,0,1
3,185,15,1,3
2,68,1,1,3
2,41,24,1,2
1,82,5,0,1
3,118,19,0,3
2,94,2,0,2
3,244,29,0,3
3,68,22,0,1
2,80,7,1,2
3,34,5,0,1
1,83,2,0,2
2,10,4,0,1
1,62,17,1,3
3,125,13,0,3
1,15,11,1,3
3,69,20,1,2
2,65,27,1,3
1,35,19,1,1
1,47,12,1,3
2,150,3,1,3
2,91,30,1,2
2,1,24,0,1
3,60,20,0,3
1,82,14,0,1
1,280,30,0,2
2,86,16,1,2
3,193,9,1,3
2,2,9,0,2
3,42,7,1,2
2,74,7,1,2
2,45,15,1,3
1,288,29,0,2
3,55,30,0,1
2,6,1,0,1
2,166,1,0,2
3,85,4,0,1
1,23,1,1,1
3,91,24,1,3
3,87,2,1,3
2,45,30,1,2
3,29,2,1,2
1,48,4,1,1
2,88,2,0,1
3,66,6,0,1
3,23,9,1,2
2,80,28,1,2
1,190,26,1,3
3,269,19,0,3
3,261,8,0,2
1,257,19,1,3
2,31,25,1,2
3,264,19,0,3
2,277,12,1,3
2,102,13,1,3
2,65,18,0,2
3,227,11,1,3
3,205,2,1,3
2,24,21,1,2
3,93,5,0,1
2,271,9,0,2
2,239,1,1,3
2,54,6,1,3
2,60,6,1,2
3,26,3,1,2
1,21,1,1,1
2,60,29,0,1
2,34,28,1,2
3,26,19,0,1
1,53,17,1,1
3,138,2,0,2
1,232,29,0,2
3,226,28,1,3
1,243,1,0,2
2,35,13,0,2
1,7,2,1,1
2,66,7,0,1
1,18,10,1,1
1,24,14,1,3
1,50,24,0,2
1,218,6,1,1
1,88,2,0,1
2,196,24,0,2
1,5,3,1,1
3,135,26,1,3
1,69,2,1,1
3,47,10,1,2
3,38,4,1,2
1,3,7,0,1
1,11,14,1,3
1,143,4,0,2
3,163,27,0,3
2,75,4,1,2
1,188,9,1,1
2,240,18,1,3
1,274,1,0,2
1,243,19,1,3
1,61,22,0,1
1,298,26,1,3
3,69,14,0,1
2,133,13,1,3
1,55,30,1,3
3,27,4,0,1
2,30,1,0,1
1,9,21,0,1
3,218,12,1,3
1,6,4,0,2
2,107,3,0,2
3,62,10,1,2
1,21,4,0,1
3,105,8,1,3
3,12,9,0,2
1,52,6,0,1
1,182,2,1,1
3,59,5,1,2
3,31,15,1,2
3,26,19,1,3
3,40,3,0,1
2,233,12,1,3
1,47,6,0,1
2,96,2,0,1
2,29,1,1,2
2,68,28,0,2
1,9,7,1,1
3,29,18,1,2
1,4,6,0,1
2,102,28,1,3
1,77,3,1,1
3,5,24,1,2
2,207,20,0,2
1,27,14,0,2
2,117,7,1,3
2,42,22,1,3
1,154,9,1,1
3,40,24,1,2
1,268,8,1,1
3,85,4,1,2
1,60,7,1,1
1,74,22,0,1
2,2,7,0,2
2,244,23,1,3
2,82,3,1,2
1,68,18,1,3
3,43,29,1,2
1,58,9,1,1
2,5,22,1,3
2,156,19,1,3
2,72,3,1,2
1,97,17,0,1
1,75,2,0,1
3,19,4,1,2
2,32,4,0,1
1,216,10,1,1
1,65,1,1,1
1,5,29,1,1
2,209,18,1,3
1,214,24,1,3
1,31,18,0,1
3,191,25,0,3
1,36,25,1,1
2,69,24,0,1
1,43,4,1,1
2,106,10,1,3
2,26,23,0,1
1,108,4,1,1
2,35,8,1,2
1,25,26,0,1
1,2,16,1,1
1,5,10,0,2
1,110,28,0,2
3,62,8,0,1
2,51,12,1,2
3,115,9,1,3
1,236,6,1,1
3,26,3,1,3
3,2,1,1,2
1,182,19,1,3
3,218,16,1,3
3,6,11,1,2
2,37,4,1,2
1,47,24,1,1
2,251,15,1,3
1,72,9,0,2
1,300,5,1,1
3,52,1,0,1
3,280,2,1,3
3,81,9,0,1
3,196,27,1,3
2,249,1,1,3
2,85,29,1,2
3,158,18,1,3
2,84,29,1,3
2,244,10,1,3
3,245,6,0,2
2,15,1,0,1
1,265,9,1,1
1,180,4,0,2
2,38,24,1,3
2,254,1,0,2
1,43,5,1,1
1,77,18,0,2
3,51,4,1,2
2,55,9,0,1
1,128,25,0,2
3,215,4,1,3
2,122,3,1,3
1,92,28,1,1
3,25,22,1,2
2,151,4,1,3
2,84,13,0,1
3,40,3,1,3
1,241,7,0,2
3,258,2,1,3
1,102,21,1,3
2,289,10,1,3
1,184,26,1,3
2,70,27,1,2
3,86,16,0,1
3,87,29,0,1
3,187,16,1,3
2,198,12,1,3
2,35,6,1,3
3,19,12,0,1
3,67,5,1,2
1,4,3,0,1
1,32,17,0,1
1,68,21,1,1
3,69,16,0,1
1,181,20,0,2
3,263,2,0,2
2,69,15,0,2
2,56,15,0,1
1,93,30,0,1
1,15,20,0,1
3,75,1,1,2
3,283,6,1,3
1,24,5,0,2
2,71,9,1,3
2,68,1,1,3
3,48,2,1,2
1,300,23,1,3
3,252,25,1,3
1,295,25,0,2
2,69,3,0,1
2,282,28,0,2
3,65,21,1,2
1,212,10,1,1
1,230,25,0,2
2,234,15,0,2
2,9,8,1,2
3,19,10,0,1
3,9,15,0,1
3,22,10,1,2
1,145,10,0,2
2,15,3,1,2
3,66,25,0,3
1,12,10,0,1
1,50,9,0,1
1,95,5,1,1
3,38,5,1,2
2,34,5,1,2
2,263,26,1,3
3,47,15,1,2
2,124,20,0,2
1,63,25,1,1
2,29,27,1,2
3,239,10,1,3
3,64,28,1,3
3,39,9,0,1
1,38,18,1,1
1,89,26,1,1
3,7,3,0,1
2,209,3,1,3
1,250,4,0,2
3,76,26,0,1
3,10,10,1,2
1,244,5,0,2
3,95,10,1,3
1,8,5,0,1
3,120,16,0,3
2,99,5,1,2
3,82,9,1,2
3,4,6,1,2
2,72,7,1,3
2,204,25,1,3
1,90,23,1,1
3,221,13,0,3
3,11,8,0,1
1,147,25,1,3
1,91,7,0,1
1,74,23,0,1
3,54,5,0,1
3,263,11,0,3
2,59,28,1,3
3,41,4,1,2
1,105,20,1,3
1,91,6,1,1
1,100,26,1,1
2,249,1,0,2
2,97,7,0,1
1,204,3,1,1
1,1,14,0,2
2,186,21,0,2
2,245,11,1,3
3,29,7,1,2
1,212,7,1,1
2,82,10,0,1
2,79,12,0,1
1,79,11,1,1
3,16,7,1,2
3,61,1,1,2
3,24,7,1,2
1,286,14,0,2
1,54,10,0,1
3,92,1,0,1
3,1,20,1,2
3,6,29,1,2
3,106,30,0,3
2,20,3,1,2
3,19,3,0,2
3,48,25,1,3
1,91,13,1,1
2,268,16,0,2
2,17,25,1,2
2,169,4,0,2
2,11,3,1,2
2,72,11,1,2
3,91,12,0,1
2,208,6,0,2
2,46,25,1,2
1,44,6,0,1
3,95,19,0,1
2,42,12,1,2
2,34,5,0,1
1,79,14,1,1
3,223,25,0,3
2,88,22,1,2
2,30,30,0,2
2,53,23,1,2
2,179,11,1,3
1,12,1,0,1
2,257,4,1,3
2,63,12,0,1
2,271,6,1,3
1,89,12,0,1
2,162,22,0,2
3,150,9,0,2
1,284,7,0,2
1,78,8,1,1
2,75,16,1,3
2,286,1,1,3
3,108,21,0,3
3,79,17,0,3
3,2,2,1,2
1,41,9,1,1
1,134,9,1,1
1,5,2,1,1
1,106,12,0,2
1,279,9,1,1
2,167,4,1,3
1,146,21,1,3
1,77,16,1,1
1,225,25,1,3
3,191,17,1,3
2,292,22,0,2
3,39,22,0,1
1,241,10,1,1
1,28,14,1,1
3,57,9,0,1
1,29,9,0,1
2,261,1,1,3
2,282,7,1,3
1,69,11,1,3
1,36,24,0,1
2,16,5,1,2
3,43,7,1,2
2,82,3,0,1
3,173,15,0,3
1,62,16,0,1
2,253,2,1,3
3,270,1,0,2
3,102,19,0,3
3,282,15,1,3
1,291,22,1,3
3,114,6,0,2
3,69,7,1,3
1,61,30,0,1
1,20,16,0,1
1,100,3,1,1
3,74,4,0,1
1,79,25,1,3
1,55,23,1,3
2,57,4,1,2
3,45,24,1,2
1,85,5,0,2
3,74,5,0,1
1,141,12,0,2
2,82,14,0,1
1,237,9,0,2
3,92,25,0,1
3,123,14,1,3
2,42,14,1,2
2,254,7,0,2
3,58,9,0,2
2,33,9,0,1
3,23,15,0,3
2,4,7,1,3
3,52,5,1,2
1,137,21,0,2
1,29,7,1,1
1,204,8,1,1
2,91,7,0,1
2,93,25,0,2
3,201,27,0,3
2,28,11,1,2
2,299,4,0,2
1,258,17,1,3
1,78,1,0,2
2,236,15,0,2
3,161,29,0,3
3,41,2,0,1
1,265,24,0,2
2,231,24,1,3
3,255,11,0,3
3,71,10,1,2
1,8,3,0,2
1,95,18,1,3
2,74,18,1,2
2,269,25,1,3
3,58,1,0,1
1,161,19,0,2
1,4,21,0,1
3,162,20,0,3
2,3,25,1,2
3,65,2,1,3
2,40,3,0,1
2,13,6,1,3
3,236,1,0,2
3,37,19,1,2
1,233,2,0,2
3,30,24,1,3
3,153,2,1,3
2,3,27,1,2
2,69,13,0,1
3,74,6,1,3
1,95,6,1,1
2,73,20,0,1
3,19,17,1,2
3,135,9,1,3
1,269,15,1,3
2,55,5,0,1
1,38,1,0,2
2,252,10,1,3
3,16,1,1,2
3,48,3,1,2
2,137,30,0,2
2,167,21,1,3
3,87,18,0,1
3,198,13,0,3
1,72,23,1,1
3,77,6,0,1
1,97,1,0,1
1,18,10,0,1
2,100,17,1,2
2,6,19,1,2
3,14,8,1,3
1,74,12,1,3
1,64,29,0,1
1,218,21,1,3
2,148,2,0,2
1,93,1,0,1
1,143,25,0,2
3,12,22,0,1
3,14,8,0,1
1,67,29,0,1
2,95,23,1,2
3,100,6,1,2
2,260,14,1,3
2,205,6,1,3
2,55,8,0,2
3,59,5,0,2
3,71,1,1,2
3,67,5,0,1
1,110,27,1,3
2,11,24,1,3
2,1,19,0,1
3,11,19,0,1
1,220,26,0,2
1,3,3,0,1
1,166,25,0,2
3,58,24,0,3
2,100,28,1,2
2,96,15,0,2
3,48,8,1,2
3,95,22,0,1
2,237,26,0,2
1,70,8,1,1
2,54,1,1,2
3,116,27,0,3
1,73,12,0,1
2,158,24,0,2
2,198,6,1,3
3,86,3,0,1
3,35,4,0,1
3,63,9,0,2
3,165,8,1,3
1,152,20,1,3
2,35,6,0,1
3,8,8,0,1
1,51,11,0,1
1,234,10,0,2
3,98,4,1,3
3,51,4,1,2
1,208,3,1,1
2,60,2,0,1
2,69,26,0,1
3,10,1,0,1
2,198,16,0,2
1,63,28,1,1
1,3,17,0,1
2,143,11,1,3
3,108,21,0,3
1,188,22,1,3
3,53,2,0,1
2,260,18,0,2
2,190,24,0,2
3,32,9,1,2
1,292,27,1,3
1,32,6,1,1
2,298,5,1,3
3,33,28,1,2
1,58,10,0,1
3,201,23,0,3
1,114,15,0,2
2,8,6,1,3
2,75,11,0,1
1,68,7,1,1
3,63,19,1,2
3,165,9,0,2
2,69,17,1,2
2,93,18,1,2
3,71,15,0,1
3,284,8,1,3
1,132,1,0,2
2,69,6,1,2
3,131,2,0,2
3,76,21,0,1
3,2,28,1,2
3,81,4,1,2
3,291,12,0,3
3,228,3,1,3
1,90,1,1,1
3,115,4,0,2
2,57,4,1,2
3,130,13,1,3
3,96,10,1,2
3,75,5,1,2
2,46,24,1,2
3,79,4,1,3
2,30,27,0,2
2,11,2,0,1
2,261,14,1,3
2,50,22,0,1
1,81,3,0,1
3,243,2,1,3
2,84,7,1,3
2,80,1,1,2
3,167,9,1,3
3,85,24,1,2
1,36,13,1,1
2,209,2,0,2
3,115,1,0,2
3,59,13,1,2
3,1,8,1,2
1,93,12,0,2
2,64,6,0,1
2,235,8,0,2
2,72,15,1,2
3,45,24,1,2
3,91,6,0,1
1,49,9,1,1
2,74,13,0,1
2,99,21,0,1
1,84,7,1,1
2,83,1,1,2
3,91,8,0,1
1,170,9,0,2
1,1,15,1,1
2,11,5,0,1
1,88,12,0,2
1,32,19,1,1
3,67,1,0,1
2,17,12,1,2
1,172,11,0,2
2,71,6,0,1
1,94,22,1,3
1,205,7,1,1
2,73,6,1,2
3,175,1,1,3
3,76,8,1,2
2,100,30,1,2
1,36,21,0,1
1,284,7,1,1
2,1,2,0,1
2,78,13,1,3
1,35,6,1,1
2,65,19,0,1
1,50,20,1,3
1,61,6,0,2
2,46,7,0,1
3,30,2,1,2
3,79,6,0,1
1,146,23,0,2
1,5,1,1,1
2,212,3,1,3
3,92,2,0,1
1,244,22,0,2
2,288,4,0,2
1,57,8,0,2
1,99,2,0,1
1,6,5,0,1
2,51,28,0,1
2,76,17,1,2
2,10,26,0,1
2,86,5,0,1
2,11,15,1,2
1,45,23,0,1
2,107,1,1,3
1,81,7,0,1
2,62,2,0,1
3,53,17,0,1
2,267,19,0,2
1,64,30,1,3
1,5,21,1,1
2,4,3,0,1
3,71,2,0,1
1,263,2,1,1
1,275,1,0,2
2,42,25,0,2
1,41,26,1,3
1,54,26,1,1
2,75,18,1,2
2,95,2,0,2
2,119,9,1,3
3,98,20,1,2
3,18,26,0,3
2,298,6,1,3
2,19,29,1,3
3,74,14,0,1
1,89,2,1,1
1,33,30,0,2
1,60,2,0,1
3,174,1,1,3
3,135,14,1,3
3,159,30,0,3
3,147,24,1,3
3,77,6,1,3
3,297,16,1,3
1,29,6,1,1
3,50,22,0,3
3,49,28,0,1
3,5,17,1,3
2,280,5,1,3
3,287,10,0,2
2,45,1,0,1
1,190,2,0,2
2,10,5,1,3
1,267,9,0,2
3,68,29,1,2
3,74,3,0,1
3,48,7,1,3
2,255,18,0,2
1,296,4,1,1
2,77,5,1,2
1,65,12,1,3
1,174,30,1,3
2,180,6,1,3
3,39,3,0,1
1,69,28,1,1
3,273,23,1,3
2,253,12,1,3
3,92,17,0,3
2,117,4,1,3
3,55,24,1,2
2,160,1,0,2
2,13,7,0,1
3,258,4,1,3
1,176,14,0,2
2,74,25,0,1
2,89,17,1,2
3,57,2,1,3
1,54,20,1,1
3,31,5,1,2
1,76,10,1,1
1,16,3,0,1
2,141,25,1,3
1,87,11,0,1
3,31,1,1,3
1,52,18,1,1
1,30,22,0,2
1,50,14,0,1
3,73,21,0,1
2,241,3,0,2
2,19,15,1,2
2,56,2,1,2
3,247,10,1,3
3,89,3,1,2
3,92,21,1,2
1,46,6,1,1
2,266,7,0,2
3,9,5,1,2
1,160,26,1,3
1,95,3,1,1
1,92,28,0,1
2,11,5,1,2
2,22,2,0,2
1,67,29,1,1
3,140,5,1,3
1,79,9,1,1
1,92,24,0,1
1,39,18,1,1
3,162,9,1,3
1,68,8,1,1
1,288,29,1,3
2,12,25,0,1
2,8,10,1,2
1,24,4,1,1
1,5,18,1,1
3,250,3,0,2
2,32,19,1,2
1,22,18,0,1
2,36,1,0,2
3,47,20,0,1
1,4,30,1,1
1,60,24,0,2
2,4,6,1,3
3,70,25,1,3
3,192,1,0,2
1,42,23,1,1
1,137,19,0,2
2,17,6,0,1
2,64,3,1,2
2,61,19,1,3
1,242,20,1,3
3,208,20,1,3
1,98,23,0,1
1,86,5,1,1
1,90,22,0,1
2,78,2,1,2
2,207,25,0,2
1,94,11,0,2
1,66,7,1,1
2,25,15,1,2
3,28,16,0,1
1,214,14,0,2
1,77,1,1,1
2,27,10,1,2
1,93,10,0,1
3,76,8,1,2
1,113,29,1,3
1,26,20,0,1
2,201,5,1,3
1,169,29,1,3
3,10,28,0,1
2,37,4,0,1
2,155,6,0,2
1,2,25,0,1
2,54,30,0,1
3,247,10,1,3
3,53,22,1,2
1,149,26,0,2
1,92,4,1,1
2,139,29,1,3
1,58,16,1,3
2,22,9,0,1
1,281,6,1,1
3,51,10,0,1
2,53,26,0,2
2,296,10,1,3
2,125,7,1,3
2,60,16,0,1
1,86,26,0,1
1,126,21,1,3
1,98,18,1,1
3,3,3,0,2
1,29,10,1,1
3,155,18,0,3
1,276,8,1,1
3,43,28,1,3
2,28,9,1,3
2,136,25,0,2
3,71,29,0,1
2,265,28,1,3
3,2,4,0,2
3,158,6,1,3
2,30,30,0,2
2,102,25,0,2
3,20,22,1,2
2,22,9,1,2
1,12,8,1,1
3,274,11,1,3
3,180,17,0,3
1,136,3,0,2
3,30,10,0,1
3,140,14,0,3
1,78,2,0,1
2,45,4,0,2
3,149,26,0,3
2,109,15,1,3
2,124,5,1,3
3,290,1,1,3
3,79,5,0,1
3,238,11,0,3
3,46,27,1,2
3,154,8,1,3
3,44,23,0,1
1,44,2,1,1
1,51,21,0,1
2,75,4,0,1
3,57,26,1,2
3,40,22,1,3
3,25,2,1,2
2,60,27,1,2
2,25,26,0,1
3,21,10,0,2
2,60,11,0,1
3,269,28,1,3
3,50,3,0,1
3,21,5,0,2
1,81,30,0,2
1,238,11,0,2
3,222,15,1,3
2,56,4,1,3
1,114,2,1,1
1,113,3,0,2
3,28,18,1,2
2,82,13,1,2
2,43,5,1,2
2,60,11,1,2
2,227,5,1,3
1,196,21,0,2
2,96,30,0,1
2,30,29,1,3
2,90,23,1,2
2,211,11,0,2
2,53,7,0,1
2,250,6,1,3
1,77,19,0,1
3,138,28,1,3
2,84,8,1,2
1,36,22,0,1
1,270,30,1,3
2,68,5,0,1
2,3,1,0,1
2,163,2,0,2
1,54,26,0,1
3,124,5,0,2
2,168,2,1,3
3,96,2,1,2
3,7,9,1,2
3,294,29,0,3
3,68,5,1,2
1,39,13,1,3
2,49,23,0,1
3,68,23,0,1
1,27,6,0,2
2,2,26,0,1
3,235,3,1,3
2,224,3,0,2
3,38,6,1,2
3,39,3,0,1
3,1,7,0,2
1,11,12,1,1
2,31,9,1,2
3,216,9,0,2
3,98,8,0,1
2,37,1,0,1
1,273,5,0,2
2,211,15,0,2
2,18,20,1,2
1,252,3,1,1
2,73,2,0,1
1,23,1,1,1
2,26,19,0,2
2,63,30,0,2
2,34,7,1,3
1,256,27,1,3
1,178,5,0,2
2,5,4,1,3
2,226,17,1,3
2,75,16,0,1
3,88,9,0,1
2,113,13,1,3
2,105,3,0,2
2,31,1,1,2
1,226,2,1,1
2,99,21,0,1
3,66,2,1,2
3,121,5,1,3
1,36,1,1,1
2,27,30,0,1
2,80,23,1,2
1,50,8,1,1
3,50,4,0,1
3,102,4,0,2
1,86,10,1,1
1,298,13,1,3
3,60,5,1,2
1,169,15,0,2
1,61,7,0,1
2,81,4,1,2
1,216,7,1,1
3,251,7,1,3
2,110,10,0,2
2,160,2,1,3
1,6,2,0,1
1,49,13,1,1
3,88,2,1,2
2,121,22,0,2
2,88,27,1,3
3,29,11,1,2
3,85,2,1,2
2,93,6,1,2
1,53,5,0,1
2,66,10,1,2
2,138,9,1,3
1,286,17,0,2
3,41,7,1,2
1,3,17,1,1
1,219,4,0,2
3,79,24,0,1
3,59,29,0,1
3,3,2,0,1
1,78,9,1,1
2,79,28,0,1
3,159,7,0,2
1,90,6,0,1
3,97,8,0,1
3,183,22,1,3
2,89,5,0,1
2,57,2,1,2
2,73,17,1,3
2,9,19,1,3
1,1,7,0,2
1,21,11,0,1
3,240,9,1,3
1,53,18,1,1
2,91,4,0,1
2,126,17,0,2
3,96,5,0,1
3,22,26,1,2
2,4,22,1,2
1,8,17,1,1
2,94,15,0,1
1,105,7,0,2
1,239,28,0,2
3,32,18,0,3
2,89,6,0,1
1,42,29,1,1
3,54,6,0,1
3,220,3,0,2
3,282,16,0,3
3,5,27,1,2
3,62,25,1,3
3,61,17,1,2
3,225,25,1,3
2,33,19,0,1
1,35,11,1,3
2,73,20,1,2
2,39,29,1,2
1,257,13,0,2
1,116,24,1,3
1,300,13,0,2
2,229,10,1,3
2,159,26,0,2
1,77,9,1,1
3,100,3,1,2
2,28,19,0,1
3,98,15,0,3
2,35,10,1,2
1,165,1,1,1
3,113,23,1,3
2,90,9,1,2
1,189,12,1,3
3,34,26,1,2
2,26,3,0,1
1,86,1,0,2
3,93,29,0,1
1,98,2,0,2
2,6,10,0,1
2,46,21,1,2
1,17,9,0,1
2,235,4,0,2
3,70,21,0,1
1,271,9,0,2
1,96,26,1,1
2,64,4,0,2
1,41,26,0,2
3,30,4,0,2
2,34,6,0,1
1,40,11,0,1
1,11,2,0,1
1,235,7,0,2
3,158,18,0,3
3,38,3,1,2
2,57,28,1,2
3,221,16,0,3
1,289,26,1,3
1,182,23,0,2
1,61,7,1,1
3,141,2,1,3
1,239,14,1,3
1,298,12,1,3
1,37,2,0,1
1,72,23,0,1
2,291,18,1,3
3,195,9,0,2
1,45,7,1,1
2,127,2,0,2
1,56,28,0,1
1,221,1,0,2
3,119,9,0,2
1,35,25,0,2
3,54,15,1,3
3,122,5,0,2
3,221,11,0,3
1,12,5,1,1
2,256,14,0,2
1,109,4,1,1
1,294,27,0,2
1,251,10,0,2
3,69,16,0,1
3,267,4,0,2
3,17,8,0,1
2,63,10,0,1
3,69,18,0,1
3,90,2,1,3
3,13,7,1,2
3,78,2,1,2
1,143,8,1,1
1,270,7,0,2
2,9,18,1,3
3,92,20,0,3
1,266,20,0,2
1,33,2,0,1

3,43,15,1,2
2,51,11,0,1
3,64,8,1,2
1,3,7,0,1
3,212,6,1,3
1,87,5,0,1
3,139,15,0,3
3,38,14,1,2
2,81,1,0,1
1,73,9,1,1
2,15,16,0,2
2,70,13,0,1
1,79,10,0,2
2,262,16,0,2
3,74,9,1,3
3,12,30,1,2
3,76,2,0,1
1,238,17,0,2
2,86,1,0,1
2,280,25,1,3
2,42,15,0,1
2,8,24,0,2
2,195,11,0,2
2,133,2,0,2
3,5,14,1,2
1,208,7,1,1
2,13,27,0,1
1,86,27,0,1
1,293,4,0,2
2,83,25,0,1
2,192,6,1,3
